customer_id,name,age,city,product_type,annual_income,monthly_salary,credit_score,credit_utilization,savings_change_pct,loan_amount,monthly_emi,current_salary_delay_days,risk_score,risk_level,suggested_action,ability_score,willingness_score,rare_case_type,employment_type,aadhar_no,pan_no,account_opened_date
CUSR-108098,Riya Chatterjee,50,Hyderabad,Home Loan,4254970,354580.83,842,96.23,-7.72,3606046.0,100167.94,0,87,Critical,🔒 Shield: Limit Cap at 96%,85,37,Strategic Defaulter,Salaried,1038-1402-6592,STBP9288H,2022-02-18
CUSR-108099,Kabir Nair,62,Ahmedabad,Home Loan,1906408,158867.33,808,43.1,6.89,3418129.0,142422.04,2,27,Low,Standard Monitoring,52,75,Normal,Business,3223-3642-8042,WNIP8799L,2023-10-13
CUSR-108100,Aditya Patel,48,Jaipur,Personal Loan,1039429,86619.08,738,10.05,5.15,2115214.0,58755.94,1,12,Low,Standard Monitoring,62,59,Normal,Business,4910-8264-5358,JVVP7602I,2023-12-30
CUSR-108101,Shaurya Sharma,48,Ahmedabad,Credit Card,4786459,398871.58,625,79.13,-44.12,4661152.0,129476.44,1,74,High,🛡️ Wellness: Savings Protection,28,44,Normal,Business,7366-9519-5973,FNPP6991U,2023-11-13
CUSR-108102,Aaryan Sharma,47,Jaipur,Home Loan,682902,56908.5,819,63.33,-50.82,502635.0,8377.25,3,88,Critical,🛡️ Wellness: Savings Protection,64,32,Strategic Defaulter,Business,9996-7404-9110,VUCP2447K,2021-12-22
CUSR-108103,Aditya Joshi,56,Mumbai,Auto Loan,2504775,208731.25,762,38.43,7.23,4893779.0,407814.92,2,25,Low,Standard Monitoring,43,57,Normal,Business,7532-3316-2980,PFXP6997R,2023-04-20
CUSR-108104,Diya Verma,55,Jaipur,Credit Card,1479649,123304.08,638,18.75,8.96,2715070.0,226255.83,2,17,Low,Standard Monitoring,43,97,Normal,Self-Employed,4177-5175-7616,ULAP2248W,2022-07-03
CUSR-108105,Sara Patel,62,Hyderabad,Personal Loan,645102,53758.5,725,11.32,3.1,2141761.0,59493.36,2,15,Low,Standard Monitoring,93,36,Strategic Defaulter,Business,5521-3079-5454,STJP3217P,2023-08-11
CUSR-108106,Aditya Malhotra,33,Ahmedabad,Personal Loan,527858,43988.17,838,65.16,-39.43,3318258.0,55304.3,0,63,High,🛡️ Wellness: Savings Protection,40,54,Normal,Salaried,8355-2492-8562,KVYP6768T,2023-03-16
CUSR-108107,Arjun Sharma,51,Bangalore,Auto Loan,4225675,352139.58,652,31.18,7.92,756962.0,63080.17,2,22,Low,Standard Monitoring,61,85,Normal,Self-Employed,7247-7537-3390,ICYP3726B,2020-12-03
CUSR-108108,Riya Malhotra,28,Kolkata,Home Loan,1793590,149465.83,843,16.25,5.25,252055.0,10502.29,1,14,Low,Standard Monitoring,73,61,Normal,Business,5436-7177-8970,BGTP6388I,2022-06-17
CUSR-108109,Aadhya Deshmukh,52,Delhi,Gold Loan,2245879,187156.58,771,21.4,2.49,4193700.0,174737.5,1,16,Low,Standard Monitoring,29,79,Victim of Circumstance,Self-Employed,4477-9223-1199,XRDP1082V,2019-05-08
CUSR-108110,Aaryan Sharma,32,Ahmedabad,Credit Card,2747378,228948.17,683,13.9,0.76,194645.0,5406.81,24,71,High,📞 Call Aaryan Sharma: Salary Delay Relief,31,38,Normal,Business,7989-7190-2074,JAJP6677S,2017-07-03
CUSR-108111,Anvi Joshi,37,Pune,Gold Loan,4805901,400491.75,646,34.85,10.73,455347.0,18972.79,0,19,Low,Standard Monitoring,31,36,Normal,Salaried,8639-7445-3686,IKNP1068E,2023-10-02
CUSR-108112,Vihaan Malhotra,37,Delhi,Auto Loan,1807326,150610.5,708,89.16,-12.33,4139942.0,68999.03,4,61,High,🔒 Shield: Limit Cap at 89%,70,78,Normal,Business,5970-8727-9106,KIHP6794B,2024-05-07
CUSR-108113,Aarav Sharma,64,Kolkata,Credit Card,2083394,173616.17,764,60.84,-25.24,4222905.0,175954.38,4,60,High,Standard Monitoring,25,83,Victim of Circumstance,Business,6323-9006-4644,BQUP9775K,2017-12-01
CUSR-108114,Saanvi Patel,23,Delhi,Personal Loan,2953324,246110.33,644,21.43,7.55,3057186.0,50953.1,1,16,Low,Standard Monitoring,83,58,Normal,Business,4649-9263-4679,PYFP1184V,2020-02-13
CUSR-108115,Riya Patel,22,Lucknow,Home Loan,890029,74169.08,815,23.63,11.97,2583443.0,71762.31,2,19,Low,Standard Monitoring,83,77,Normal,Self-Employed,2956-5963-9277,PRTP6093P,2021-03-06
CUSR-108116,Riya Kapoor,26,Lucknow,Home Loan,1993105,166092.08,780,11.87,2.78,2347952.0,97831.33,1,12,Low,Standard Monitoring,69,49,Normal,Self-Employed,9828-8374-7370,LGJP2714R,2019-11-28
CUSR-108117,Aditya Verma,60,Bangalore,Auto Loan,873211,72767.58,706,37.44,5.1,3428152.0,285679.33,0,20,Low,Standard Monitoring,70,32,Strategic Defaulter,Business,4550-7582-9358,CKQP4060D,2022-02-18
CUSR-108118,Sara Nair,41,Ahmedabad,Personal Loan,827097,68924.75,665,38.52,8.31,2428555.0,40475.92,1,23,Low,Standard Monitoring,72,76,Normal,Business,1881-6094-5151,RRBP2323E,2019-12-23
CUSR-108119,Sai Malhotra,32,Pune,Gold Loan,3164857,263738.08,781,31.18,10.39,2003210.0,166934.17,1,20,Low,Standard Monitoring,41,65,Normal,Business,4985-5494-1923,PODP9250N,2018-04-22
CUSR-108120,Krishna Nair,24,Jaipur,Personal Loan,1011415,84284.58,705,34.52,2.47,1130908.0,47121.17,2,24,Low,Standard Monitoring,67,87,Normal,Self-Employed,8506-7308-7834,RJXP9074P,2021-09-07
CUSR-108121,Ishaan Chatterjee,26,Lucknow,Credit Card,1491250,124270.83,732,36.27,5.26,3521010.0,146708.75,0,20,Low,Standard Monitoring,65,51,Normal,Salaried,8896-8605-6935,LHSP3710C,2021-02-27
CUSR-108122,Ishani Sharma,46,Kolkata,Personal Loan,1461775,121814.58,663,15.89,4.88,213314.0,5925.39,1,14,Low,Standard Monitoring,75,61,Normal,Self-Employed,1328-9075-4224,HBAP6129P,2018-09-28
CUSR-108123,Arjun Nair,22,Kolkata,Auto Loan,2286181,190515.08,667,31.92,10.05,371068.0,6184.47,2,23,Low,Standard Monitoring,89,33,Strategic Defaulter,Business,6015-7695-6270,NKLP3555C,2017-06-30
CUSR-108124,Arjun Nair,39,Mumbai,Home Loan,4980306,415025.5,633,63.47,-53.51,1189874.0,99156.17,4,88,Critical,🛡️ Wellness: Savings Protection,75,20,Strategic Defaulter,Business,1707-6042-3022,KLCP7396D,2019-01-30
CUSR-108125,Aditya Singh,39,Hyderabad,Gold Loan,4200552,350046.0,700,17.46,2.4,584030.0,24334.58,2,17,Low,Standard Monitoring,26,90,Victim of Circumstance,Self-Employed,9204-8236-4960,CPUP6818X,2022-08-29
CUSR-108126,Myra Iyer,50,Mumbai,Gold Loan,3529424,294118.67,637,20.15,9.99,4608146.0,128004.06,0,13,Low,Standard Monitoring,33,70,Normal,Business,6819-9372-1830,CRVP4410J,2021-03-01
CUSR-108127,Aarav Verma,60,Chennai,Auto Loan,4810573,400881.08,617,39.47,5.65,4036115.0,168171.46,2,26,Low,Standard Monitoring,92,47,Normal,Self-Employed,3184-2324-7134,DJNP8890J,2024-08-20
CUSR-108128,Saanvi Aggarwal,25,Chennai,Gold Loan,2420938,201744.83,794,42.45,3.87,1341380.0,22356.33,0,22,Low,Standard Monitoring,52,50,Normal,Business,7776-8270-5770,ORMP2201M,2022-09-27
CUSR-108129,Kabir Bose,41,Ahmedabad,Home Loan,1850974,154247.83,733,57.11,-15.68,2718538.0,113272.42,2,45,High,Standard Monitoring,63,73,Normal,Salaried,9330-7652-3285,TQHP2721D,2016-03-17
CUSR-108130,Arjun Malhotra,49,Hyderabad,Personal Loan,2747633,228969.42,681,29.76,6.47,2834834.0,78745.39,1,19,Low,Standard Monitoring,92,30,Strategic Defaulter,Business,2004-8793-6073,WTWP4483Y,2016-08-18
CUSR-108131,Aaryan Deshmukh,56,Pune,Personal Loan,3412145,284345.42,764,27.38,7.45,353403.0,29450.25,0,16,Low,Standard Monitoring,41,91,Normal,Salaried,4626-1269-1690,GPKP7963N,2019-03-06
CUSR-108132,Kabir Nair,63,Delhi,Home Loan,970837,80903.08,810,28.25,8.73,3195731.0,266310.92,1,19,Low,Standard Monitoring,57,67,Normal,Business,7836-3966-8580,JWGP7178D,2019-12-14
CUSR-108133,Saanvi Deshmukh,38,Chennai,Personal Loan,3737265,311438.75,772,58.84,-49.7,3301519.0,91708.86,3,88,Critical,🛡️ Wellness: Savings Protection,77,25,Strategic Defaulter,Salaried,4388-6346-7768,WMAP6248T,2024-12-20
CUSR-108134,Shaurya Malhotra,57,Chennai,Personal Loan,811397,67616.42,809,98.68,-7.0,4547180.0,378931.67,1,87,Critical,🔒 Shield: Limit Cap at 98%,69,37,Strategic Defaulter,Self-Employed,9000-8152-2665,LACP6086I,2019-02-22
CUSR-108135,Aditya Nair,38,Kolkata,Personal Loan,3021480,251790.0,809,26.79,11.79,186021.0,5167.25,0,16,Low,Standard Monitoring,53,73,Normal,Self-Employed,9213-2714-6384,WRWP5800G,2022-02-09
CUSR-108136,Kabir Patel,39,Jaipur,Gold Loan,1232991,102749.25,842,32.87,6.93,1411332.0,23522.2,0,18,Low,Standard Monitoring,61,83,Normal,Self-Employed,2985-8556-2943,UTRP5200K,2025-01-23
CUSR-108137,Ishani Joshi,41,Pune,Auto Loan,641258,53438.17,641,17.59,-6.82,3985817.0,332151.42,15,55,High,Standard Monitoring,42,35,Normal,Salaried,7203-3440-4937,HPQP3644O,2018-02-07
CUSR-108138,Shaurya Malhotra,40,Pune,Auto Loan,3044645,253720.42,665,53.83,-35.47,69681.0,2903.38,0,55,High,🛡️ Wellness: Savings Protection,32,65,Normal,Self-Employed,9898-5531-2596,TRJP5077R,2019-04-21
CUSR-108139,Sara Singh,42,Kolkata,Auto Loan,1358853,113237.75,833,95.14,-12.31,4540111.0,126114.19,4,87,Critical,🔒 Shield: Limit Cap at 95%,44,63,Normal,Self-Employed,3366-7295-4264,HSRP3654F,2016-05-08
CUSR-108140,Ishani Gupta,61,Chennai,Credit Card,4071055,339254.58,768,31.81,9.36,4354969.0,120971.36,2,23,Low,Standard Monitoring,50,56,Normal,Business,6002-5931-5799,EQAP1140B,2016-04-06
CUSR-108141,Vihaan Gupta,42,Ahmedabad,Home Loan,2161446,180120.5,710,36.96,11.92,877464.0,24374.0,2,25,Low,Standard Monitoring,55,75,Normal,Salaried,1113-3961-7728,JTDP6992P,2022-03-29
CUSR-108142,Aadhya Singh,46,Delhi,Gold Loan,4979999,414999.92,816,41.04,5.36,3009379.0,250781.58,2,26,Low,Standard Monitoring,30,35,Normal,Self-Employed,3812-5567-6104,OAEP3714P,2017-10-10
CUSR-108143,Riya Reddy,52,Lucknow,Credit Card,4023163,335263.58,678,31.51,7.01,4824835.0,134023.19,0,18,Low,Standard Monitoring,57,63,Normal,Business,5428-9875-6177,JSAP1208A,2022-08-09
CUSR-108144,Aarav Joshi,27,Pune,Credit Card,702527,58543.92,695,35.72,6.06,4965914.0,137942.06,0,19,Low,Standard Monitoring,51,95,Normal,Self-Employed,6097-9728-9873,YDIP5505R,2021-07-10
CUSR-108145,Ananya Bose,35,Delhi,Credit Card,1810457,150871.42,832,48.97,-18.61,714769.0,11912.82,2,44,Medium,Standard Monitoring,53,33,Normal,Business,3131-3856-8688,EKLP5421D,2018-04-12
CUSR-108146,Aadhya Verma,51,Jaipur,Gold Loan,832427,69368.92,662,92.38,-7.12,528320.0,14675.56,2,53,High,🔒 Shield: Limit Cap at 92%,87,69,Normal,Business,2690-9808-1056,HDTP8264S,2017-03-24
CUSR-108147,Ananya Gupta,35,Bangalore,Gold Loan,2028460,169038.33,722,36.02,6.99,2267187.0,188932.25,1,22,Low,Standard Monitoring,31,55,Normal,Business,1703-6841-8544,HKGP3294A,2023-06-18
CUSR-108148,Vihaan Deshmukh,44,Lucknow,Home Loan,2599090,216590.83,634,36.1,4.17,4476676.0,186528.17,2,24,Low,Standard Monitoring,90,74,Normal,Salaried,3917-2553-1343,QNUP9063I,2018-10-21
CUSR-108149,Shaurya Iyer,54,Kolkata,Personal Loan,1923689,160307.42,745,97.58,-10.59,1704167.0,71006.96,0,87,Critical,🔒 Shield: Limit Cap at 97%,64,25,Strategic Defaulter,Salaried,8302-3166-9702,VKTP6984F,2022-11-03
CUSR-108150,Aaryan Bose,33,Kolkata,Credit Card,923673,76972.75,632,58.56,-28.94,2887499.0,48124.98,0,52,High,Standard Monitoring,39,33,Normal,Self-Employed,7368-7951-1939,STQP3304J,2019-03-12
CUSR-108151,Ananya Reddy,25,Pune,Home Loan,4317696,359808.0,764,24.84,-9.75,3003791.0,250315.92,21,75,High,📞 Call Ananya Reddy: Salary Delay Relief,44,33,Normal,Salaried,2322-6534-1219,AOYP8798K,2017-05-23
CUSR-108152,Sai Verma,40,Hyderabad,Personal Loan,1045196,87099.67,702,50.08,-40.04,159425.0,2657.08,2,62,High,🛡️ Wellness: Savings Protection,25,53,Normal,Self-Employed,3994-6232-6464,PWIP9117B,2022-10-20
CUSR-108153,Aaryan Malhotra,36,Mumbai,Gold Loan,3620196,301683.0,808,27.59,4.49,262553.0,7293.14,1,19,Low,Standard Monitoring,91,64,Normal,Self-Employed,5254-2527-5719,BEDP3753F,2017-09-29
CUSR-108154,Kiara Iyer,40,Delhi,Credit Card,1969053,164087.75,791,61.25,-23.19,755860.0,12597.67,3,56,High,Standard Monitoring,83,55,Normal,Self-Employed,9176-2139-4218,MPQP4900H,2023-11-18
CUSR-108155,Ananya Bose,23,Jaipur,Credit Card,689570,57464.17,845,93.58,-13.08,3957848.0,164910.33,1,55,High,🔒 Shield: Limit Cap at 93%,53,83,Normal,Self-Employed,4274-5912-6512,JPRP5521T,2020-01-17
CUSR-108156,Myra Aggarwal,36,Kolkata,Gold Loan,2641126,220093.83,652,30.29,6.41,4190396.0,349199.67,0,17,Low,Standard Monitoring,60,68,Normal,Self-Employed,1531-6122-8832,GHHP6264F,2022-12-03
CUSR-108157,Saanvi Verma,39,Hyderabad,Auto Loan,1999901,166658.42,725,75.11,-52.01,896747.0,74728.92,2,88,Critical,🛡️ Wellness: Savings Protection,64,31,Strategic Defaulter,Salaried,3014-1657-7313,NSLP5396B,2022-08-01
CUSR-108158,Arjun Sharma,48,Bangalore,Personal Loan,2726100,227175.0,646,39.74,4.79,1737926.0,144827.17,1,23,Low,Standard Monitoring,67,51,Normal,Salaried,6404-4368-6149,JITP6252L,2016-03-23
CUSR-108159,Shaurya Singh,47,Ahmedabad,Gold Loan,2189295,182441.25,775,34.88,7.69,4196048.0,349670.67,2,24,Low,Standard Monitoring,79,66,Normal,Business,5486-9247-3960,HEXP8783R,2021-04-04
CUSR-108160,Aadhya Singh,38,Bangalore,Auto Loan,3597459,299788.25,634,26.07,8.8,555741.0,15437.25,2,20,Low,Standard Monitoring,60,67,Normal,Salaried,9359-6100-3047,XWTP6665R,2021-12-18
CUSR-108161,Myra Aggarwal,60,Ahmedabad,Credit Card,1803704,150308.67,772,31.03,8.91,324861.0,9023.92,1,20,Low,Standard Monitoring,52,34,Normal,Business,8735-3867-7920,MNPP1945T,2016-05-10
CUSR-108162,Vihaan Kapoor,44,Kolkata,Gold Loan,4087366,340613.83,647,27.81,6.75,3020252.0,50337.53,2,21,Low,Standard Monitoring,77,67,Normal,Business,7837-4762-6849,JIPP6095S,2018-10-08
CUSR-108163,Anvi Reddy,23,Delhi,Gold Loan,1662999,138583.25,844,27.79,3.22,2149409.0,179117.42,0,16,Low,Standard Monitoring,21,83,Victim of Circumstance,Salaried,2918-1753-5942,NOFP5280D,2017-04-07
CUSR-108164,Vihaan Chatterjee,55,Delhi,Personal Loan,4433821,369485.08,813,66.41,-21.83,4653509.0,193896.21,3,57,High,Standard Monitoring,85,77,Normal,Business,6034-3616-8485,IQHP9515N,2018-03-09
CUSR-108165,Ishani Iyer,29,Jaipur,Home Loan,1936230,161352.5,774,13.98,8.14,3585085.0,59751.42,1,13,Low,Standard Monitoring,56,60,Normal,Salaried,2805-1064-2568,ULEP6825C,2019-09-28
CUSR-108166,Anvi Patel,54,Ahmedabad,Gold Loan,1017903,84825.25,613,74.85,-43.52,1254942.0,20915.7,4,80,High,🛡️ Wellness: Savings Protection,71,17,Strategic Defaulter,Self-Employed,2877-9442-5423,RQRP1895J,2016-06-27
CUSR-108167,Aadhya Verma,45,Lucknow,Auto Loan,4416239,368019.92,671,75.2,-42.16,1952026.0,81334.42,1,71,High,🛡️ Wellness: Savings Protection,70,31,Strategic Defaulter,Self-Employed,8337-8657-1556,GGBP3822G,2020-10-06
CUSR-108168,Saanvi Aggarwal,39,Ahmedabad,Auto Loan,421843,35153.58,602,11.99,11.9,2360652.0,65573.67,1,12,Low,Standard Monitoring,81,94,Normal,Self-Employed,2814-1007-7161,TIDP7386D,2022-06-22
CUSR-108169,Arjun Iyer,40,Pune,Credit Card,4702660,391888.33,760,94.13,-9.36,3688568.0,102460.22,4,60,High,🔒 Shield: Limit Cap at 94%,52,53,Normal,Business,8379-6417-9556,FXLP5671G,2020-08-30
CUSR-108170,Aditya Chatterjee,62,Chennai,Auto Loan,1617834,134819.5,814,57.28,-40.99,3742728.0,103964.67,1,63,High,🛡️ Wellness: Savings Protection,41,43,Normal,Salaried,3189-1785-4873,HHWP7119N,2023-09-07
CUSR-108171,Shaurya Joshi,50,Hyderabad,Personal Loan,2007380,167281.67,822,19.04,10.04,2221917.0,185159.75,2,18,Low,Standard Monitoring,73,86,Normal,Self-Employed,3487-5956-5241,SPOP5615Q,2023-10-11
CUSR-108172,Kabir Gupta,39,Bangalore,Personal Loan,2142261,178521.75,758,16.1,4.58,2746513.0,114438.04,2,16,Low,Standard Monitoring,67,60,Normal,Self-Employed,3244-9507-3433,RSBP8316D,2019-05-11
CUSR-108173,Shaurya Aggarwal,30,Ahmedabad,Gold Loan,721615,60134.58,756,44.83,-24.82,340464.0,5674.4,3,50,High,Standard Monitoring,29,56,Normal,Business,4953-7697-7258,GKXP5770W,2021-05-11
CUSR-108174,Sara Iyer,29,Hyderabad,Personal Loan,1801537,150128.08,651,97.07,-7.12,1139337.0,94944.75,4,87,Critical,🔒 Shield: Limit Cap at 97%,46,53,Normal,Self-Employed,6151-7060-9364,PWSP3784S,2023-05-31
CUSR-108175,Diya Gupta,47,Hyderabad,Personal Loan,4131933,344327.75,639,25.85,4.99,4645514.0,129042.06,2,20,Low,Standard Monitoring,56,92,Normal,Self-Employed,6197-2942-8544,ROAP3650I,2018-06-27
CUSR-108176,Kabir Reddy,25,Bangalore,Credit Card,2080663,173388.58,623,11.06,7.62,1373788.0,57241.17,1,12,Low,Standard Monitoring,82,96,Normal,Self-Employed,7842-3595-3327,GKSP1270W,2023-03-06
CUSR-108177,Diya Nair,41,Chennai,Auto Loan,2578174,214847.83,844,50.84,-29.93,4030023.0,67167.05,4,59,High,Standard Monitoring,87,42,Normal,Business,5272-8834-1131,PQIP2980S,2016-03-19
CUSR-108178,Aditya Sharma,41,Kolkata,Gold Loan,617087,51423.92,629,39.62,11.69,4600377.0,383364.75,2,26,Low,Standard Monitoring,56,48,Normal,Self-Employed,1042-5145-9788,IHNP5300G,2020-12-22
CUSR-108179,Krishna Bose,33,Chennai,Gold Loan,879049,73254.08,735,21.62,3.84,4503130.0,75052.17,0,14,Low,Standard Monitoring,62,34,Strategic Defaulter,Self-Employed,5465-9397-7970,RWXP2439T,2019-09-18
CUSR-108180,Riya Sharma,41,Mumbai,Credit Card,2232861,186071.75,729,96.92,-11.72,4801081.0,80018.02,2,87,Critical,🔒 Shield: Limit Cap at 96%,66,29,Strategic Defaulter,Salaried,4440-1093-1170,UIRP1220O,2017-11-03
CUSR-108181,Ishaan Patel,41,Mumbai,Personal Loan,861749,71812.42,729,25.98,2.19,611477.0,25478.21,0,15,Low,Standard Monitoring,74,49,Normal,Self-Employed,3247-2348-4116,TMFP8803P,2023-04-04
CUSR-108182,Shaurya Nair,49,Mumbai,Personal Loan,4314500,359541.67,846,10.54,5.95,2612822.0,72578.39,1,12,Low,Standard Monitoring,50,52,Normal,Salaried,5464-6790-5479,SNLP6408B,2020-09-16
CUSR-108183,Vihaan Patel,39,Kolkata,Credit Card,4319819,359984.92,799,19.99,-9.89,538198.0,14949.94,19,68,High,📞 Call Vihaan Patel: Salary Delay Relief,68,66,Normal,Salaried,8194-8072-8054,UROP7933J,2022-07-08
CUSR-108184,Saanvi Bose,49,Chennai,Credit Card,854612,71217.67,661,13.49,11.78,3823404.0,159308.5,2,15,Low,Standard Monitoring,28,32,Normal,Self-Employed,7560-3238-3225,BBJP5061W,2022-11-15
CUSR-108185,Ishaan Gupta,34,Ahmedabad,Personal Loan,3236383,269698.58,618,28.5,9.56,2083470.0,173622.5,0,16,Low,Standard Monitoring,31,56,Normal,Salaried,7464-1712-4708,YEOP2710R,2021-11-10
CUSR-108186,Myra Singh,28,Bangalore,Credit Card,2488956,207413.0,638,93.11,-12.85,3465300.0,144387.5,3,60,High,🔒 Shield: Limit Cap at 93%,93,42,Normal,Self-Employed,9074-5656-8182,PLSP7729E,2020-03-23
CUSR-108187,Aaryan Chatterjee,34,Lucknow,Auto Loan,2058111,171509.25,845,32.56,4.14,58248.0,4854.0,2,23,Low,Standard Monitoring,55,34,Normal,Salaried,5495-1378-2554,PKEP2088M,2021-06-27
CUSR-108188,Aadhya Verma,64,Chennai,Personal Loan,3779472,314956.0,840,32.35,3.96,1502714.0,25045.23,1,20,Low,Standard Monitoring,73,96,Normal,Self-Employed,5541-1459-2073,AFIP9107I,2022-05-21
CUSR-108189,Riya Gupta,37,Lucknow,Personal Loan,3673806,306150.5,822,22.52,8.26,3483446.0,145143.58,1,17,Low,Standard Monitoring,58,71,Normal,Business,1541-7513-9738,SHLP7489H,2018-02-16
CUSR-108190,Arjun Deshmukh,34,Hyderabad,Home Loan,3601026,300085.5,699,15.2,9.3,4466565.0,372213.75,1,14,Low,Standard Monitoring,43,53,Normal,Business,2823-9889-5871,LJQP8132M,2020-11-13
CUSR-108191,Anvi Patel,34,Delhi,Personal Loan,3381540,281795.0,649,43.66,10.69,1820430.0,151702.5,2,27,Low,Standard Monitoring,47,82,Normal,Salaried,7018-5571-2520,MHAP7514P,2018-01-05
CUSR-108192,Krishna Deshmukh,47,Mumbai,Personal Loan,1384006,115333.83,724,27.57,-7.4,2829148.0,78587.44,21,74,High,📞 Call Krishna Deshmukh: Salary Delay Relief,77,10,Strategic Defaulter,Salaried,4419-9928-8385,DOPP1058L,2020-11-06
CUSR-108193,Ananya Gupta,29,Kolkata,Gold Loan,3225792,268816.0,668,20.8,4.95,575695.0,47974.58,10,38,Medium,Standard Monitoring,53,42,Normal,Salaried,4913-3655-1569,WWAP7372D,2016-08-09
CUSR-108194,Kabir Patel,57,Chennai,Auto Loan,3948286,329023.83,713,65.62,-29.79,2538898.0,70524.94,0,55,High,Standard Monitoring,66,45,Normal,Business,3089-2698-5113,ETJP7192T,2019-01-31
CUSR-108195,Ishani Iyer,62,Kolkata,Personal Loan,2896323,241360.25,784,17.15,5.76,4064824.0,67747.07,1,14,Low,Standard Monitoring,65,57,Normal,Business,3025-9090-1192,BMEP1181T,2024-08-30
CUSR-108196,Krishna Iyer,30,Ahmedabad,Gold Loan,4450238,370853.17,784,45.45,-18.61,1951736.0,32528.93,1,41,Medium,Standard Monitoring,78,86,Normal,Business,4213-1698-1100,SRYP9702X,2022-02-05
CUSR-108197,Myra Singh,64,Kolkata,Auto Loan,3325705,277142.08,642,24.35,6.96,4820870.0,401739.17,1,17,Low,Standard Monitoring,86,85,Normal,Salaried,8704-7528-9509,GXMP3173Y,2024-07-29
CUSR-108198,Arjun Verma,62,Lucknow,Personal Loan,2303854,191987.83,710,44.71,9.37,636226.0,53018.83,2,28,Low,Standard Monitoring,38,45,Normal,Business,9911-5489-1129,SCUP8485E,2020-12-03
CUSR-108199,Vihaan Gupta,43,Mumbai,Home Loan,2117443,176453.58,692,54.4,-19.73,528238.0,8803.97,2,48,High,Standard Monitoring,54,81,Normal,Business,8742-8622-9945,JIYP2827B,2022-04-20
CUSR-108200,Myra Nair,60,Pune,Personal Loan,3520303,293358.58,750,17.43,6.97,1222366.0,33954.61,2,17,Low,Standard Monitoring,65,34,Strategic Defaulter,Salaried,1643-8487-3274,IUJP9384K,2016-03-08
CUSR-108201,Ishani Deshmukh,32,Delhi,Gold Loan,1971481,164290.08,803,63.46,-51.02,4985515.0,83091.92,4,88,Critical,🛡️ Wellness: Savings Protection,64,38,Strategic Defaulter,Salaried,6566-2841-1226,SQBP4488S,2018-10-25
CUSR-108202,Shaurya Patel,31,Mumbai,Gold Loan,491130,40927.5,695,33.28,10.39,4408383.0,73473.05,2,23,Low,Standard Monitoring,75,81,Normal,Self-Employed,6088-7876-8359,DTPP4616E,2023-05-09
CUSR-108203,Diya Joshi,31,Lucknow,Auto Loan,2489086,207423.83,827,27.93,11.85,1672962.0,46471.17,1,19,Low,Standard Monitoring,33,92,Victim of Circumstance,Self-Employed,7741-1158-5014,PRCP2522L,2020-05-07
CUSR-108204,Aarav Patel,59,Bangalore,Home Loan,413429,34452.42,814,14.56,2.96,3803850.0,105662.5,1,13,Low,Standard Monitoring,94,32,Strategic Defaulter,Business,9273-6573-2106,KVTP6331G,2023-11-25
CUSR-108205,Arjun Nair,63,Jaipur,Gold Loan,1450126,120843.83,838,29.44,-9.4,3217705.0,53628.42,16,64,High,📞 Call Arjun Nair: Salary Delay Relief,94,57,Normal,Business,4801-6743-2711,XJNP4399G,2022-03-12
CUSR-108206,Ishaan Verma,25,Kolkata,Credit Card,2293037,191086.42,800,34.75,3.91,3321916.0,138413.17,0,19,Low,Standard Monitoring,90,91,Normal,Business,9916-4188-9696,AFUP6477K,2022-04-17
CUSR-108207,Aarav Iyer,24,Hyderabad,Personal Loan,1170488,97540.67,606,20.83,7.91,2119247.0,88301.96,2,18,Low,Standard Monitoring,68,95,Normal,Salaried,6142-6984-8883,RGMP7680O,2020-10-22
CUSR-108208,Sara Iyer,30,Mumbai,Gold Loan,2777508,231459.0,694,35.59,5.51,75102.0,1251.7,0,19,Low,Standard Monitoring,86,93,Normal,Salaried,3302-3979-3440,LNJP3792T,2022-01-09
CUSR-108209,Aadhya Bose,30,Lucknow,Gold Loan,1225057,102088.08,655,75.99,-38.68,2913897.0,242824.75,2,71,High,🛡️ Wellness: Savings Protection,31,81,Victim of Circumstance,Salaried,4189-5659-2351,JUQP9628K,2018-05-23
CUSR-108210,Aadhya Verma,46,Delhi,Personal Loan,3393106,282758.83,714,60.64,-38.39,1476354.0,41009.83,2,65,High,🛡️ Wellness: Savings Protection,23,83,Victim of Circumstance,Business,4556-4850-4787,CVUP7330L,2017-07-11
CUSR-108211,Kabir Malhotra,47,Ahmedabad,Home Loan,3522885,293573.75,686,25.27,11.86,1714724.0,71446.83,2,20,Low,Standard Monitoring,89,54,Normal,Salaried,8422-3439-9385,XKLP4808N,2021-06-19
CUSR-108212,Kabir Iyer,44,Delhi,Credit Card,4245767,353813.92,632,18.93,2.08,4783889.0,398657.42,21,65,High,📞 Call Kabir Iyer: Salary Delay Relief,88,77,Normal,Self-Employed,7695-3716-3945,RGDP3480Q,2018-03-10
CUSR-108213,Ishaan Verma,64,Hyderabad,Auto Loan,873765,72813.75,841,16.7,10.39,2674679.0,222889.92,1,14,Low,Standard Monitoring,20,53,Normal,Salaried,4762-3680-7520,GBAP2436U,2019-07-02
