customer_id,name,age,city,product_type,annual_income,credit_score,employment_type,aadhar_no,pan_no,account_opened_date
CUSR-109068,Vihaan Kapoor,45,Pune,Gold Loan,1035753,709,Self-Employed,1148-2713-6845,LILP9072T,2020-04-17
CUSR-109069,Sai Verma,63,Mumbai,Gold Loan,3029676,636,Salaried,6133-5115-2935,REXP9154B,2022-12-19
CUSR-109070,Anvi Aggarwal,45,Pune,Home Loan,2749229,841,Self-Employed,6107-9579-6698,LYCP1263H,2021-03-10
CUSR-109071,Kiara Bose,63,Ahmedabad,Auto Loan,3666021,764,Self-Employed,2204-6825-3921,DMRP5422B,2016-11-25
CUSR-109072,Diya Patel,29,Mumbai,Personal Loan,3227436,829,Self-Employed,3197-3800-2046,KCQP7300I,2024-09-23
CUSR-109073,Anvi Reddy,53,Kolkata,Personal Loan,1965467,778,Salaried,7126-9737-9592,XEGP6878G,2021-12-11
CUSR-109074,Saanvi Nair,56,Jaipur,Home Loan,1321441,620,Salaried,5730-4980-7494,VFGP2759N,2016-11-14
CUSR-109075,Saanvi Iyer,58,Chennai,Personal Loan,3032409,762,Business,7812-3714-4012,TPAP9781G,2017-01-12
CUSR-109076,Ishaan Verma,22,Hyderabad,Personal Loan,2731332,848,Self-Employed,5335-4832-4465,LLHP2181W,2016-12-22
CUSR-109077,Myra Reddy,41,Pune,Home Loan,2695164,785,Business,5679-5587-1783,FCTP5625Y,2019-09-03
CUSR-109078,Kiara Iyer,64,Lucknow,Gold Loan,1615965,748,Business,7296-1696-6316,NDYP7137S,2021-09-04
CUSR-109079,Aaryan Patel,64,Jaipur,Auto Loan,4860711,627,Self-Employed,5416-7181-5320,BCHP1934H,2023-09-09
CUSR-109080,Riya Malhotra,58,Bangalore,Personal Loan,1377101,660,Business,5747-3813-8091,OEAP1757Y,2016-12-23
CUSR-109081,Kabir Gupta,30,Delhi,Gold Loan,2905786,667,Salaried,1082-4252-2968,NGMP1630J,2020-03-11
CUSR-109082,Ananya Deshmukh,28,Ahmedabad,Gold Loan,1453320,698,Salaried,6183-6404-4929,KURP7980S,2023-11-27
CUSR-109083,Ishani Iyer,38,Mumbai,Auto Loan,795378,674,Salaried,2766-1339-8503,TKYP7164F,2017-04-23
CUSR-109084,Aditya Chatterjee,27,Jaipur,Home Loan,425304,768,Salaried,5764-2747-9541,EKTP7471C,2022-08-04
CUSR-109085,Aaryan Malhotra,44,Jaipur,Credit Card,3500753,752,Business,3395-3483-1918,NFHP4682O,2017-05-14
CUSR-109086,Krishna Kapoor,41,Ahmedabad,Auto Loan,4978351,735,Salaried,5468-3565-9248,DSJP1466U,2017-09-02
CUSR-109087,Aaryan Nair,48,Mumbai,Personal Loan,4985037,779,Self-Employed,4497-7439-7161,MYEP9985L,2016-04-11
CUSR-109088,Krishna Iyer,34,Lucknow,Gold Loan,1089765,660,Self-Employed,6275-4618-2213,TDLP7842A,2016-05-08
CUSR-109089,Myra Bose,31,Kolkata,Credit Card,2251062,773,Business,7746-7916-1603,FTBP2284H,2016-06-15
CUSR-109090,Aditya Iyer,60,Pune,Auto Loan,4167803,790,Salaried,9160-8940-7044,VIVP3955C,2016-11-15
CUSR-109091,Riya Joshi,50,Chennai,Gold Loan,2952516,666,Salaried,8317-3766-7699,SWUP2839Q,2021-12-03
CUSR-109092,Vihaan Malhotra,49,Hyderabad,Gold Loan,3405071,621,Business,2027-9073-6174,JAVP7346M,2025-01-19
CUSR-109093,Ananya Chatterjee,33,Jaipur,Gold Loan,3628351,661,Business,6841-8272-4750,KUHP2920L,2023-10-15
CUSR-109094,Ananya Verma,46,Mumbai,Credit Card,4775268,685,Salaried,5016-5025-7104,UELP7539O,2016-11-15
CUSR-109095,Aarav Aggarwal,63,Pune,Auto Loan,4895688,706,Salaried,4582-1591-6071,UCCP4911W,2023-03-22
CUSR-109096,Riya Reddy,28,Lucknow,Home Loan,4578752,713,Salaried,3191-7750-5446,WDYP5110A,2021-12-12
CUSR-109097,Arjun Singh,29,Bangalore,Gold Loan,423922,750,Self-Employed,5606-3070-2034,GGQP3921W,2020-02-22
CUSR-109098,Anvi Joshi,63,Hyderabad,Home Loan,2703840,753,Salaried,5680-8477-6030,KYWP7497O,2020-03-10
CUSR-109099,Saanvi Sharma,46,Bangalore,Credit Card,1776565,678,Salaried,8747-5674-3928,HFSP7979F,2022-11-12
CUSR-109100,Shaurya Deshmukh,45,Chennai,Gold Loan,2379985,605,Salaried,5666-6066-6644,OXNP3650H,2021-08-26
CUSR-109101,Aarav Malhotra,34,Lucknow,Personal Loan,996000,823,Business,1436-6674-3758,OKNP4999T,2024-04-23
CUSR-109102,Riya Gupta,38,Jaipur,Credit Card,4448776,634,Salaried,4626-9110-1171,OPGP3990I,2024-03-01
CUSR-109103,Kiara Patel,37,Bangalore,Home Loan,1415713,783,Self-Employed,8078-9104-2110,MBTP7099C,2024-05-24
CUSR-109104,Myra Nair,27,Mumbai,Credit Card,3103838,813,Salaried,3633-3343-8686,YXTP7976G,2017-12-21
CUSR-109105,Kabir Deshmukh,55,Hyderabad,Gold Loan,954409,663,Salaried,4892-9814-5727,QKLP5723T,2018-06-07
CUSR-109106,Vihaan Bose,35,Hyderabad,Personal Loan,1553683,716,Salaried,5686-6845-9878,JAPP8266U,2023-08-15
CUSR-109107,Anvi Gupta,63,Ahmedabad,Gold Loan,1034603,664,Business,9614-5640-7709,LVFP6764T,2019-02-17
CUSR-109108,Arjun Reddy,53,Ahmedabad,Personal Loan,3986591,722,Business,1085-2864-8839,CGBP6800X,2024-03-31
CUSR-109109,Arjun Kapoor,38,Jaipur,Auto Loan,1159726,832,Self-Employed,6390-2662-2809,WYAP8930O,2019-01-14
CUSR-109110,Aditya Joshi,56,Chennai,Home Loan,1697782,709,Self-Employed,5165-9982-5508,PSFP2558F,2022-06-13
CUSR-109111,Diya Aggarwal,29,Ahmedabad,Home Loan,638431,630,Business,6854-9963-2253,JPAP2832O,2016-08-31
CUSR-109112,Sara Verma,53,Delhi,Gold Loan,3550709,649,Self-Employed,3540-9528-7052,BCCP5697T,2018-01-30
CUSR-109113,Aarav Verma,42,Kolkata,Home Loan,2424419,756,Self-Employed,3781-1097-6136,KIDP8701R,2020-08-24
CUSR-109114,Aadhya Iyer,48,Pune,Gold Loan,3747601,799,Business,1107-7619-8822,HUFP3408H,2023-05-17
CUSR-109115,Saanvi Reddy,54,Jaipur,Home Loan,4466054,709,Business,8807-2680-6896,EDXP8431D,2023-11-10
CUSR-109116,Kiara Verma,36,Delhi,Home Loan,3425922,829,Salaried,5088-9820-3804,OLCP5671R,2020-09-17
CUSR-109117,Sai Iyer,36,Pune,Credit Card,1247877,604,Business,7749-7492-7246,SQMP6945M,2023-04-06
CUSR-109118,Aarav Sharma,24,Pune,Gold Loan,3092929,639,Business,7848-5879-4892,YJPP3939U,2017-12-01
CUSR-109119,Ananya Patel,47,Hyderabad,Personal Loan,3851331,646,Self-Employed,6499-1427-5166,EMCP5809H,2019-05-10
CUSR-109120,Aaryan Chatterjee,50,Chennai,Personal Loan,486694,807,Self-Employed,1192-3253-7713,ARXP8217A,2017-06-21
CUSR-109121,Sai Nair,48,Delhi,Home Loan,1708031,801,Self-Employed,2404-3957-6426,EOTP7209L,2017-01-23
CUSR-109122,Arjun Gupta,46,Bangalore,Gold Loan,1002033,789,Self-Employed,8519-8407-6457,CJTP6458J,2018-07-18
CUSR-109123,Ananya Chatterjee,42,Ahmedabad,Gold Loan,2231701,824,Self-Employed,6454-3549-7583,SSVP3846S,2022-04-10
CUSR-109124,Sara Aggarwal,25,Bangalore,Auto Loan,923447,618,Self-Employed,7414-5094-7058,IVOP2168D,2024-12-25
CUSR-109125,Kabir Singh,35,Ahmedabad,Gold Loan,4733664,722,Salaried,6765-3443-7702,COUP7521T,2016-09-05
CUSR-109126,Aarav Joshi,41,Ahmedabad,Gold Loan,3405938,725,Self-Employed,8121-9805-3573,CDLP4546U,2016-09-14
CUSR-109127,Aaryan Bose,24,Chennai,Auto Loan,4243216,722,Self-Employed,7757-4413-9995,IEWP2042P,2024-06-05
CUSR-109128,Ananya Joshi,55,Delhi,Home Loan,4026810,739,Business,2012-4005-9857,VUXP8818S,2017-09-04
CUSR-109129,Riya Deshmukh,42,Chennai,Auto Loan,4581132,814,Salaried,5106-3462-9194,IYMP6220E,2024-03-28
CUSR-109130,Kabir Deshmukh,58,Chennai,Credit Card,2904060,699,Business,2372-1590-6631,KXTP5828G,2019-10-22
CUSR-109131,Aarav Deshmukh,64,Hyderabad,Auto Loan,1099827,728,Business,1230-9110-9665,YVRP6735S,2021-07-06
CUSR-109132,Sara Patel,32,Delhi,Credit Card,3556316,794,Self-Employed,1929-9618-8416,IISP9012J,2021-06-23
CUSR-109133,Ananya Malhotra,37,Mumbai,Credit Card,799138,697,Self-Employed,2690-3690-1181,MVRP3052F,2017-01-11
CUSR-109134,Vihaan Aggarwal,40,Delhi,Credit Card,4921295,841,Salaried,7980-2749-2928,JUCP2036N,2018-04-20
CUSR-109135,Kabir Bose,64,Jaipur,Credit Card,420420,790,Business,1082-5707-1072,CPRP7822X,2018-09-27
CUSR-109136,Saanvi Joshi,39,Ahmedabad,Home Loan,749459,729,Salaried,3111-6000-6047,JWNP8921J,2018-09-05
CUSR-109137,Diya Verma,55,Ahmedabad,Auto Loan,2435714,738,Self-Employed,6387-5845-9648,SBKP6275F,2023-06-21
CUSR-109138,Arjun Chatterjee,34,Delhi,Auto Loan,2093939,743,Salaried,8932-6499-4230,KCXP4440M,2022-10-13
CUSR-109139,Krishna Kapoor,59,Delhi,Credit Card,3933779,611,Self-Employed,9205-1700-6545,RRVP1712R,2016-07-02
CUSR-109140,Vihaan Sharma,34,Delhi,Home Loan,4710330,750,Business,2508-3221-3694,KINP7269L,2020-07-21
CUSR-109141,Kabir Chatterjee,26,Kolkata,Home Loan,2087207,805,Self-Employed,9980-4023-4780,XBRP6399S,2020-07-27
CUSR-109142,Diya Malhotra,49,Bangalore,Home Loan,860807,635,Self-Employed,2033-9657-6246,QRRP5294S,2017-05-13
CUSR-109143,Aaryan Kapoor,26,Delhi,Gold Loan,4320521,652,Salaried,2914-2080-9703,RCPP1034C,2024-07-12
CUSR-109144,Aaryan Malhotra,44,Kolkata,Credit Card,731877,815,Self-Employed,6866-9046-7107,HFDP9736X,2024-10-04
CUSR-109145,Diya Nair,32,Bangalore,Home Loan,671615,669,Business,2817-1545-5015,RBQP5077O,2019-11-04
CUSR-109146,Sai Joshi,59,Lucknow,Gold Loan,2159799,798,Salaried,1939-5281-8139,IAYP6140N,2018-07-03
CUSR-109147,Riya Nair,50,Ahmedabad,Gold Loan,984745,786,Business,9674-1989-3075,DEEP7913T,2016-03-03
CUSR-109148,Sara Gupta,32,Chennai,Gold Loan,950607,768,Salaried,6927-2790-2757,ERPP9126A,2022-04-07
CUSR-109149,Vihaan Gupta,24,Ahmedabad,Gold Loan,2839978,842,Business,4407-3063-6692,WUGP6614C,2019-11-12
CUSR-109150,Aditya Deshmukh,28,Lucknow,Personal Loan,764859,617,Self-Employed,8823-5067-6278,XTMP1483C,2022-10-29
CUSR-109151,Ishani Nair,50,Lucknow,Home Loan,4944109,660,Salaried,3673-2557-7425,MQVP9660D,2023-10-29
CUSR-109152,Arjun Patel,32,Jaipur,Auto Loan,2590655,799,Salaried,2503-8680-1745,UUGP8673A,2019-01-05
CUSR-109153,Krishna Singh,45,Chennai,Auto Loan,3400975,818,Salaried,4383-1415-6682,ODYP1017E,2020-12-18
CUSR-109154,Aaryan Joshi,41,Delhi,Home Loan,3417280,818,Self-Employed,6981-1913-9946,PKAP7866D,2022-01-28
CUSR-109155,Arjun Nair,41,Mumbai,Personal Loan,4385548,637,Salaried,9967-3175-5196,BSRP5364N,2020-10-24
CUSR-109156,Aaryan Kapoor,29,Chennai,Auto Loan,4100529,735,Self-Employed,8998-5707-8065,ELCP8204G,2022-11-08
CUSR-109157,Sai Iyer,53,Jaipur,Personal Loan,1896112,792,Salaried,3379-4195-3882,WNEP6627O,2021-12-08
CUSR-109158,Diya Bose,59,Pune,Personal Loan,2069448,682,Business,5208-4484-5736,QBDP7972L,2019-04-06
CUSR-109159,Arjun Sharma,40,Chennai,Auto Loan,1191633,796,Business,6083-2125-4909,PSRP2618E,2018-06-06
CUSR-109160,Aarav Malhotra,24,Ahmedabad,Gold Loan,4390224,769,Self-Employed,3196-6759-6460,UARP7573J,2016-09-12
CUSR-109161,Sara Nair,48,Hyderabad,Gold Loan,3025535,779,Business,2540-2963-4644,IPDP6938L,2018-11-17
CUSR-109162,Vihaan Singh,39,Chennai,Auto Loan,3482761,654,Business,1727-1992-1592,RRRP1476D,2019-04-25
CUSR-109163,Ishani Iyer,22,Bangalore,Personal Loan,3091084,761,Self-Employed,7820-9168-2215,BWFP4686N,2023-09-13
CUSR-109164,Arjun Verma,23,Jaipur,Home Loan,1752253,703,Self-Employed,1778-1104-9144,KHYP4691M,2021-12-11
CUSR-109165,Aditya Reddy,42,Kolkata,Credit Card,4716513,809,Business,6567-8384-5212,VUPP3445F,2017-07-12
CUSR-109166,Sai Iyer,45,Chennai,Gold Loan,2360360,703,Salaried,7103-6648-5733,LQXP6134M,2022-02-25
CUSR-109167,Sai Iyer,26,Jaipur,Home Loan,1706011,807,Business,9508-1584-5204,MXRP5356U,2021-12-31
CUSR-109168,Sai Joshi,44,Kolkata,Home Loan,4633790,619,Self-Employed,5140-8576-1714,HEBP1778B,2021-02-10
CUSR-109169,Saanvi Reddy,38,Pune,Personal Loan,3778574,731,Salaried,5878-6443-8802,EAPP5218I,2016-11-05
CUSR-109170,Myra Gupta,33,Hyderabad,Home Loan,1970188,707,Self-Employed,1340-3657-8068,VIFP8502O,2019-09-21
CUSR-109171,Aarav Malhotra,34,Chennai,Home Loan,1373226,781,Self-Employed,4231-4575-7020,LTOP2717L,2024-11-21
CUSR-109172,Diya Sharma,33,Kolkata,Auto Loan,3275057,652,Business,3629-7735-1247,FTMP6487N,2019-06-16
CUSR-109173,Riya Patel,47,Ahmedabad,Credit Card,4292314,644,Business,2285-1351-3089,GXAP7340I,2022-05-03
CUSR-109174,Ananya Malhotra,55,Lucknow,Auto Loan,2556896,842,Business,1363-4219-6661,OGTP3697A,2019-10-08
CUSR-109175,Shaurya Verma,58,Delhi,Personal Loan,3661238,683,Self-Employed,8545-4790-7000,AIFP3616G,2021-12-01
CUSR-109176,Aarav Verma,56,Hyderabad,Home Loan,3731476,821,Self-Employed,2706-8827-1723,OPTP6502R,2018-09-02
CUSR-109177,Shaurya Aggarwal,36,Pune,Home Loan,1229873,835,Self-Employed,2835-5924-4624,WNQP6594P,2016-03-05
CUSR-109178,Anvi Joshi,47,Pune,Home Loan,2500160,801,Salaried,6620-9702-3089,MWLP2394F,2021-12-12
CUSR-109179,Arjun Nair,37,Bangalore,Auto Loan,4294239,718,Self-Employed,2717-1048-6148,GSXP6746U,2023-07-11
CUSR-109180,Krishna Nair,34,Jaipur,Credit Card,4547653,653,Self-Employed,3035-6209-9052,SIMP7800P,2017-12-08
CUSR-109181,Sara Verma,53,Bangalore,Credit Card,3512228,673,Business,9394-7587-5334,DTGP4023S,2016-06-12
CUSR-109182,Saanvi Gupta,33,Jaipur,Personal Loan,685812,617,Business,5749-6825-4562,KAJP9066N,2023-02-03
CUSR-109183,Saanvi Bose,43,Chennai,Auto Loan,2844032,630,Self-Employed,5066-9222-1567,HDUP6380E,2019-07-10
CUSR-109184,Krishna Verma,47,Pune,Credit Card,1873511,803,Business,7487-9285-8788,HAIP9619L,2017-04-02
CUSR-109185,Riya Joshi,40,Mumbai,Auto Loan,4946602,743,Business,3699-1021-4153,TXQP5507B,2018-04-28
CUSR-109186,Vihaan Singh,27,Mumbai,Gold Loan,1046228,718,Self-Employed,6937-6224-4868,FBRP2201E,2021-07-25
CUSR-109187,Ishani Gupta,22,Ahmedabad,Personal Loan,1739837,610,Salaried,5709-9791-9639,MSRP7323P,2017-10-27
CUSR-109188,Sai Deshmukh,49,Lucknow,Credit Card,3114782,751,Salaried,9541-9297-1073,TIMP4274O,2019-06-20
CUSR-109189,Arjun Malhotra,57,Mumbai,Personal Loan,3232042,609,Business,2556-5493-9617,KNIP4697D,2024-10-17
CUSR-109190,Sai Verma,55,Delhi,Credit Card,1385097,823,Business,9166-8780-3268,BIEP1878J,2018-09-28
CUSR-109191,Myra Nair,57,Delhi,Personal Loan,1277313,750,Self-Employed,4506-4013-1245,VPWP8459M,2019-08-10
CUSR-109192,Vihaan Reddy,45,Ahmedabad,Personal Loan,3326522,690,Salaried,4125-9844-2319,GPTP6003C,2022-07-12
CUSR-109193,Krishna Bose,39,Delhi,Home Loan,3921452,734,Business,1285-8505-9119,EBAP4813I,2016-12-10
CUSR-109194,Kiara Singh,60,Ahmedabad,Personal Loan,3615569,699,Business,4132-6769-6568,DEJP8460W,2017-01-07
CUSR-109195,Anvi Nair,47,Pune,Credit Card,2005781,799,Business,2028-3080-6135,AACP4076A,2021-10-03
CUSR-109196,Sai Singh,44,Bangalore,Home Loan,1625318,795,Business,1884-1876-8092,UMKP5737L,2019-08-17
CUSR-109197,Diya Deshmukh,44,Pune,Home Loan,2091641,648,Salaried,3717-4929-1425,GCWP5306C,2022-05-09
CUSR-109198,Riya Aggarwal,35,Ahmedabad,Personal Loan,3137225,603,Business,2648-4754-1029,RMRP7144J,2024-03-02
CUSR-109199,Ananya Kapoor,27,Delhi,Home Loan,4969590,738,Self-Employed,4378-1850-2577,METP1506X,2018-12-28
CUSR-109200,Ananya Sharma,61,Chennai,Personal Loan,1509858,735,Business,5524-4849-1155,VBUP3571P,2024-06-01
CUSR-109201,Kabir Iyer,26,Ahmedabad,Credit Card,2877242,754,Salaried,2912-5361-6701,BVXP1982N,2019-07-04
CUSR-109202,Vihaan Chatterjee,34,Ahmedabad,Home Loan,2901229,683,Self-Employed,4902-9158-5610,EBQP3929S,2017-07-16
CUSR-109203,Aarav Nair,47,Lucknow,Credit Card,1821775,637,Salaried,8643-9531-3124,JFSP2710W,2016-03-12
CUSR-109204,Riya Deshmukh,28,Lucknow,Credit Card,1374460,695,Self-Employed,3398-4804-6869,BYPP9847T,2023-12-12
CUSR-109205,Sara Gupta,59,Mumbai,Home Loan,3292689,722,Business,4841-1078-1417,CPBP9924C,2024-01-13
CUSR-109206,Aditya Sharma,60,Chennai,Home Loan,4768814,752,Business,9428-6383-1961,UMFP6429N,2020-04-13
CUSR-109207,Myra Aggarwal,55,Pune,Gold Loan,3019896,723,Business,8749-7618-9025,DUNP7411I,2023-12-20
CUSR-109208,Sai Iyer,44,Chennai,Gold Loan,4001432,848,Business,4096-2569-9605,CWFP8465E,2021-06-18
CUSR-109209,Aadhya Gupta,44,Pune,Home Loan,4684415,646,Salaried,4033-6288-8922,JELP6834I,2018-07-03
CUSR-109210,Vihaan Chatterjee,56,Bangalore,Home Loan,2713732,748,Salaried,7786-9249-3736,IYKP4577R,2023-01-13
CUSR-109211,Myra Singh,25,Delhi,Home Loan,3806782,820,Self-Employed,2379-6564-7239,DSUP7788G,2017-09-24
CUSR-109212,Aditya Deshmukh,27,Kolkata,Personal Loan,930599,617,Business,1666-8429-1901,MHEP6395E,2021-07-24
CUSR-109213,Ishani Chatterjee,61,Lucknow,Credit Card,3791012,827,Salaried,3834-7939-2150,TNLP3926M,2022-10-04
CUSR-109214,Diya Nair,28,Lucknow,Home Loan,723783,650,Salaried,2997-1399-5831,RKWP9554Y,2022-03-18
CUSR-109215,Krishna Patel,59,Pune,Gold Loan,770417,628,Salaried,5679-2318-9653,QXVP9299U,2019-08-10
CUSR-109216,Sara Deshmukh,39,Pune,Home Loan,3574282,827,Self-Employed,1785-3825-7661,RVPP3427P,2016-10-02
CUSR-109217,Shaurya Patel,63,Lucknow,Auto Loan,2487251,767,Salaried,4327-4569-3927,LIUP2656T,2024-12-11
CUSR-109218,Krishna Singh,41,Delhi,Home Loan,3585344,747,Business,4245-9970-2942,ASXP9954N,2020-01-10
CUSR-109219,Sai Verma,57,Delhi,Home Loan,4582441,750,Business,4960-3786-9359,JIDP9795C,2024-01-22
CUSR-109220,Kiara Deshmukh,61,Chennai,Credit Card,1172410,706,Salaried,5177-3185-6983,UFXP5942C,2019-03-31
CUSR-109221,Sara Patel,34,Delhi,Home Loan,663691,778,Business,4252-7987-8464,CSCP5547M,2020-07-23
CUSR-109222,Saanvi Chatterjee,27,Bangalore,Home Loan,3115788,745,Business,7473-9488-5476,GJOP3314L,2016-09-12
CUSR-109223,Arjun Malhotra,28,Hyderabad,Auto Loan,4032961,613,Business,9908-3226-6187,PVAP8544J,2019-05-08
CUSR-109224,Sai Chatterjee,23,Jaipur,Personal Loan,2027579,679,Salaried,2523-2071-9244,KYRP3668I,2016-03-01
CUSR-109225,Aaryan Deshmukh,22,Kolkata,Credit Card,3350636,846,Business,6325-9294-6760,GKYP4209A,2020-11-25
CUSR-109226,Myra Nair,44,Mumbai,Personal Loan,1130497,656,Business,5796-3040-9696,RGHP5400Q,2020-04-23
CUSR-109227,Aarav Reddy,37,Hyderabad,Gold Loan,1147925,840,Business,6775-7527-8326,CHFP9969L,2021-09-16
CUSR-109228,Anvi Chatterjee,41,Hyderabad,Auto Loan,4728686,660,Business,6202-9392-5342,AWCP3916S,2020-08-21
CUSR-109229,Vihaan Bose,43,Hyderabad,Gold Loan,904846,827,Salaried,6805-9505-9601,VNUP7360J,2017-05-04
CUSR-109230,Shaurya Kapoor,45,Chennai,Home Loan,1722471,813,Business,6633-7785-6125,TCAP2052A,2016-10-18
CUSR-109231,Aditya Chatterjee,48,Lucknow,Credit Card,3984795,734,Business,8279-1675-4181,HANP2759W,2016-06-03
CUSR-109232,Aadhya Bose,36,Pune,Credit Card,676375,737,Self-Employed,7693-4237-2369,RLTP8742E,2023-11-02
CUSR-109233,Ananya Gupta,44,Ahmedabad,Gold Loan,2187064,779,Self-Employed,7243-1269-8403,TCKP6943T,2017-07-30
CUSR-109234,Vihaan Bose,56,Chennai,Credit Card,932705,801,Self-Employed,9778-1571-1619,NMAP2293E,2023-09-06
CUSR-109235,Aadhya Deshmukh,57,Mumbai,Home Loan,4523027,836,Self-Employed,5631-6605-4495,PFEP7525Q,2020-06-10
CUSR-109236,Myra Sharma,28,Ahmedabad,Auto Loan,857974,684,Salaried,3410-6470-3715,RQWP7944Q,2022-10-02
CUSR-109237,Krishna Reddy,55,Mumbai,Auto Loan,1022094,749,Salaried,7592-1173-4335,NTFP7693K,2016-03-05
CUSR-109238,Riya Reddy,47,Hyderabad,Gold Loan,1258529,788,Self-Employed,7923-1404-3706,XKNP7869U,2023-02-05
CUSR-109239,Myra Nair,42,Mumbai,Auto Loan,4938162,816,Self-Employed,4711-6342-8397,WSBP6387V,2023-01-09
CUSR-109240,Krishna Aggarwal,27,Delhi,Gold Loan,768464,698,Business,2434-3550-1970,MAXP9277B,2020-05-19
CUSR-109241,Ishaan Patel,64,Jaipur,Personal Loan,2741244,831,Business,4395-2489-7151,IINP7422J,2021-10-19
CUSR-109242,Kiara Reddy,60,Kolkata,Credit Card,934001,605,Salaried,9791-2283-8647,BGTP2384M,2024-10-25
CUSR-109243,Arjun Deshmukh,28,Kolkata,Credit Card,3288886,657,Salaried,4901-4468-4856,GCMP4153D,2023-04-06
CUSR-109244,Krishna Gupta,32,Hyderabad,Personal Loan,1410947,717,Salaried,4263-2887-3488,JDJP5147D,2016-08-09
CUSR-109245,Ananya Sharma,42,Kolkata,Gold Loan,838790,844,Self-Employed,7764-8799-9195,PBGP8091C,2020-01-18
CUSR-109246,Aarav Singh,28,Jaipur,Gold Loan,3141495,771,Self-Employed,4521-1860-5052,BLPP7834A,2020-01-22
CUSR-109247,Aaryan Verma,29,Chennai,Credit Card,3842439,721,Self-Employed,5488-6429-3435,KSWP9370O,2017-08-03
CUSR-109248,Saanvi Kapoor,53,Ahmedabad,Auto Loan,4150475,628,Salaried,7536-7704-5558,APBP7401W,2017-12-09
CUSR-109249,Ishaan Joshi,55,Jaipur,Home Loan,3878363,675,Self-Employed,4686-8699-6740,ILGP5576A,2022-05-14
CUSR-109250,Aarav Kapoor,47,Hyderabad,Personal Loan,3836335,836,Salaried,1521-3274-8701,ELXP4989B,2016-10-16
CUSR-109251,Aditya Patel,28,Chennai,Home Loan,1765404,720,Salaried,3190-3503-7720,BIUP5453F,2023-08-13
CUSR-109252,Vihaan Iyer,45,Hyderabad,Personal Loan,3088089,792,Salaried,9079-9987-4104,HGCP6782F,2024-02-25
CUSR-109253,Kiara Aggarwal,39,Bangalore,Auto Loan,942703,754,Self-Employed,9076-8626-8273,FDIP1417G,2022-10-04
CUSR-109254,Aarav Sharma,33,Kolkata,Personal Loan,596226,687,Self-Employed,3024-9049-7163,GMVP4884Y,2022-12-02
CUSR-109255,Krishna Singh,54,Ahmedabad,Gold Loan,4559404,761,Self-Employed,1041-9934-6965,UPYP7556Y,2022-04-03
CUSR-109256,Krishna Chatterjee,38,Mumbai,Personal Loan,4962280,751,Business,5078-5843-2421,KQJP3352W,2024-09-16
CUSR-109257,Shaurya Nair,60,Hyderabad,Credit Card,2628254,769,Salaried,7077-2024-3152,XEGP8416U,2016-06-25
CUSR-109258,Aaryan Singh,43,Jaipur,Home Loan,2052858,671,Self-Employed,3209-7553-1691,FNCP6045B,2023-12-31
CUSR-109259,Arjun Iyer,62,Hyderabad,Gold Loan,3478392,839,Salaried,4302-8507-9683,RQCP9094V,2016-03-03
CUSR-109260,Anvi Kapoor,33,Hyderabad,Auto Loan,2021011,629,Salaried,9276-5467-6152,YMFP4083F,2020-12-31
CUSR-109261,Kiara Aggarwal,28,Delhi,Home Loan,1458746,780,Self-Employed,3430-2782-1288,GCDP3810A,2024-09-19
CUSR-109262,Ishaan Joshi,37,Mumbai,Auto Loan,3228638,743,Salaried,7221-7527-4425,SLMP2376O,2024-11-03
CUSR-109263,Krishna Joshi,37,Jaipur,Gold Loan,2942502,794,Salaried,4544-1940-3478,ETLP6495L,2017-01-24
CUSR-109264,Sara Nair,60,Chennai,Personal Loan,2075270,806,Self-Employed,9222-3125-1263,FAYP9561H,2018-02-06
CUSR-109265,Vihaan Singh,45,Jaipur,Home Loan,3001034,763,Self-Employed,2443-3477-6494,LDRP7978O,2018-11-29
CUSR-109266,Diya Chatterjee,54,Bangalore,Credit Card,3363368,715,Salaried,9058-6171-2435,EIRP4192H,2016-11-14
CUSR-109267,Krishna Singh,26,Delhi,Personal Loan,1912112,787,Business,3109-5563-4715,KAUP9135Q,2024-12-23
CUSR-109268,Aarav Aggarwal,60,Jaipur,Gold Loan,4065102,820,Self-Employed,4458-7579-3739,BONP1773V,2024-07-16
CUSR-109269,Ishani Patel,44,Kolkata,Auto Loan,1397205,655,Salaried,9540-1914-8999,OFSP3972G,2020-04-22
CUSR-109270,Myra Malhotra,27,Delhi,Home Loan,2534301,756,Business,6326-3473-6492,KGFP4068B,2017-10-25
CUSR-109271,Riya Chatterjee,41,Ahmedabad,Gold Loan,2400612,753,Salaried,7858-1348-9898,KOQP8296T,2023-02-24
CUSR-109272,Ananya Deshmukh,34,Chennai,Auto Loan,617709,654,Business,9376-8943-2130,ODJP9598E,2018-05-01
CUSR-109273,Riya Bose,47,Pune,Personal Loan,3056819,759,Business,1478-7330-1540,VYGP7198G,2018-06-12
CUSR-109274,Shaurya Malhotra,51,Hyderabad,Credit Card,3695332,737,Salaried,3180-3709-6591,WILP7274F,2020-02-25
CUSR-109275,Riya Aggarwal,56,Pune,Home Loan,2279692,748,Self-Employed,6992-9462-4805,GDWP8165G,2018-09-28
CUSR-109276,Vihaan Aggarwal,52,Pune,Credit Card,994486,634,Business,9178-6532-1412,AOQP8735F,2019-03-30
